measure_id,expires,commodity,commodity_description,measure_type,geographical_area,additional_code,exporter
20230110,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20230135,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20230160,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20230185,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20230210,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20230235,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20230340,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20230365,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20230390,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12722,"Rizhao Steel Wire Co., Ltd"
20230415,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20230440,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20230465,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20230490,2027-04-06,7208531000,"Rolled on four faces or in a closed box pass, of a width not exceeding 1 250 mm and of a thickness of 4 mm or more",554,CN,12524,All Other Overseas Exporters (Residual Rate)
20229096,2027-04-06,7208539000,Other,552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20229135,2027-04-06,7208539000,Other,552,CN,12705,Angang Steel Company Limited
20229160,2027-04-06,7208539000,Other,552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20229185,2027-04-06,7208539000,Other,552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20229210,2027-04-06,7208539000,Other,552,CN,12725,"Bengang Steel Plates Co., Ltd"
20229235,2027-04-06,7208539000,Other,552,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20229260,2027-04-06,7208539000,Other,552,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20229285,2027-04-06,7208539000,Other,552,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20229310,2027-04-06,7208539000,Other,552,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20229335,2027-04-06,7208539000,Other,552,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20229360,2027-04-06,7208539000,Other,552,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20229385,2027-04-06,7208539000,Other,552,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20229410,2027-04-06,7208539000,Other,552,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20229435,2027-04-06,7208539000,Other,552,CN,12722,"Rizhao Steel Wire Co., Ltd"
20229460,2027-04-06,7208539000,Other,552,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20229485,2027-04-06,7208539000,Other,552,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20229510,2027-04-06,7208539000,Other,552,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20229535,2027-04-06,7208539000,Other,552,CN,12524,All Other Overseas Exporters (Residual Rate)
20229986,2027-04-06,7208539000,Other,554,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20230011,2027-04-06,7208539000,Other,554,CN,12705,Angang Steel Company Limited
20230036,2027-04-06,7208539000,Other,554,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20230061,2027-04-06,7208539000,Other,554,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20230086,2027-04-06,7208539000,Other,554,CN,12725,"Bengang Steel Plates Co., Ltd"
20230111,2027-04-06,7208539000,Other,554,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20230136,2027-04-06,7208539000,Other,554,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20230161,2027-04-06,7208539000,Other,554,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20230186,2027-04-06,7208539000,Other,554,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20230211,2027-04-06,7208539000,Other,554,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20230236,2027-04-06,7208539000,Other,554,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20230341,2027-04-06,7208539000,Other,554,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20230366,2027-04-06,7208539000,Other,554,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20230391,2027-04-06,7208539000,Other,554,CN,12722,"Rizhao Steel Wire Co., Ltd"
20230416,2027-04-06,7208539000,Other,554,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20230441,2027-04-06,7208539000,Other,554,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20230466,2027-04-06,7208539000,Other,554,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20230491,2027-04-06,7208539000,Other,554,CN,12524,All Other Overseas Exporters (Residual Rate)
20229097,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20229136,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12705,Angang Steel Company Limited
20229161,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20229186,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20229211,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12725,"Bengang Steel Plates Co., Ltd"
20229236,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20229261,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20229286,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20229311,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20229336,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20229361,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20229386,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20229411,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20229436,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12722,"Rizhao Steel Wire Co., Ltd"
20229461,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20229486,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20229511,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20229536,2027-04-06,7208540000,Of a thickness of less than 3 mm,552,CN,12524,All Other Overseas Exporters (Residual Rate)
20229987,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20230012,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12705,Angang Steel Company Limited
20230037,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20230062,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20230087,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12725,"Bengang Steel Plates Co., Ltd"
20230112,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20230137,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20230162,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20230187,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20230212,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20230237,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20230342,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20230367,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20230392,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12722,"Rizhao Steel Wire Co., Ltd"
20230417,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20230442,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20230467,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20230492,2027-04-06,7208540000,Of a thickness of less than 3 mm,554,CN,12524,All Other Overseas Exporters (Residual Rate)
20229098,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20229137,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12705,Angang Steel Company Limited
20229162,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20229187,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20229212,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12725,"Bengang Steel Plates Co., Ltd"
20229237,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20229262,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20229287,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20229312,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20229337,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20229362,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20229387,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20229412,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20229437,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12722,"Rizhao Steel Wire Co., Ltd"
20229462,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20229487,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20229512,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20229537,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12524,All Other Overseas Exporters (Residual Rate)
20229988,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20230013,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12705,Angang Steel Company Limited
20230038,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20230063,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20230088,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12725,"Bengang Steel Plates Co., Ltd"
20230113,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20230138,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20230163,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20230188,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20230213,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20230238,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20230343,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20230368,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20230393,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12722,"Rizhao Steel Wire Co., Ltd"
20230418,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20230443,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20230468,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20230493,2027-04-06,7211130011,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,554,CN,12524,All Other Overseas Exporters (Residual Rate)
20229099,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12731,"Jiangyin Xingcheng Special Steel Works Co., Ltd"
20229138,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12705,Angang Steel Company Limited
20229163,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12706,"Inner Mongolia Baotou Steel Union Co.,Ltd"
20229188,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12736,"Wuhan Iron and Steel Co., Ltd"
20229213,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12725,"Bengang Steel Plates Co., Ltd"
20229238,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12726,"Handan Iron &amp; Steel Group Han-Bao Co., Ltd"
20229263,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12727,"Hesteel Co., Ltd. Tangshan Branch"
20229288,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12728,"Hesteel Co., Ltd. Chengde Branch"
20229313,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12729,"Zhangjiagang Hongchang Plate Co., Ltd"
20229338,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12730,"Zhangjiagang GTA Plate Co., Ltd"
20229363,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12719,"Shanxi Taigang Stainless Steel Co., Ltd"
20229388,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12720,"Shougang Jingtang United Iron &amp; Steel Co., Ltd"
20229413,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12721,"Maanshan Iron &amp; Steel Co., Ltd"
20229438,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12722,"Rizhao Steel Wire Co., Ltd"
20229463,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12723,"Rizhao Baohua New Material Co., Ltd<br>"
20229488,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12724,"Tangshan Yanshan Iron and Steel Co., Ltd"
20229513,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12780,"Beijing Shougang Co. Ltd., Qian’an Iron &amp; Steel branch"
20229538,2027-04-06,7211140091,Of a width not exceeding 350 mm and of a thickness of 50 mm or more,552,CN,12524,All Other Overseas Exporters (Residual Rate)
